ORDERNUMBER,ORDERDATE,STATUS,SALES,TOTAL_SALES
10386,3/1/2005 0:00,Resolved,3441.37,3441.3700000000003
10398,3/30/2005 0:00,Shipped,2023.28,2023.28
10400,4/1/2005 0:00,Shipped,2245.2,2245.2000000000003
10414,5/6/2005 0:00,On Hold,3255.12,3255.1200000000003
10103,1/29/2003 0:00,Shipped,2539.5,2500.0
10111,3/25/2003 0:00,Shipped,4818.15,4300.0
10126,5/28/2003 0:00,Shipped,2921.7,2921.7
10139,7/16/2003 0:00,Shipped,1801.2,1801.2
10150,9/19/2003 0:00,Shipped,2804.36,2600.0
10163,10/20/2003 0:00,Shipped,4900.8,4000.0
10173,11/5/2003 0:00,Shipped,2759.31,2759.31
10183,11/13/2003 0:00,Shipped,2488.2,2200.0
10193,11/21/2003 0:00,Shipped,2769.89,2300.0
10206,12/5/2003 0:00,Shipped,3581.4,3000.0
10215,1/29/2004 0:00,Shipped,5285.14,4900.0
10228,3/10/2004 0:00,Shipped,3181.53,3100.0
10244,4/29/2004 0:00,Shipped,3340.51,2900.0
10257,6/14/2004 0:00,Shipped,3138.34,3138.34
10270,7/19/2004 0:00,Shipped,4775.08,3800.0
10280,8/17/2004 0:00,Shipped,3006.43,2900.0
10291,9/8/2004 0:00,Shipped,2866.26,2300.0
10304,10/11/2004 0:00,Shipped,2232.62,2232.62
10312,10/21/2004 0:00,Shipped,4457.02,3800.0
10322,11/4/2004 0:00,Shipped,2257.92,2257.92
10332,11/17/2004 0:00,Shipped,1592.0,1592.0
10347,11/29/2004 0:00,Shipped,4948.2,4500.0
10357,12/10/2004 0:00,Shipped,5160.76,4400.0
10369,1/20/2005 0:00,Shipped,1978.62,1978.62
10381,2/17/2005 0:00,Shipped,4288.2,3500.0
10392,3/10/2005 0:00,Shipped,2520.68,2520.68
10423,5/30/2005 0:00,In Process,1781.22,1781.2199999999998
10105,2/11/2003 0:00,Shipped,3065.04,2200.0
10117,4/16/2003 0:00,Shipped,3551.34,2600.0
10128,6/6/2003 0:00,Shipped,5544.02,4100.0
10142,8/8/2003 0:00,Shipped,6034.33,4700.0
10153,9/28/2003 0:00,Shipped,3641.57,3100.0
10166,10/21/2003 0:00,Shipped,6930.74,4300.0
10177,11/7/2003 0:00,Shipped,3675.63,2300.0
10185,11/14/2003 0:00,Shipped,3442.04,2800.0
10196,11/26/2003 0:00,Shipped,6893.81,4900.0
10208,1/2/2004 0:00,Shipped,2622.48,2400.0
10221,2/18/2004 0:00,Shipped,4417.38,3300.0
10232,3/20/2004 0:00,Shipped,3606.02,2200.0
10248,5/7/2004 0:00,Cancelled,3802.56,3200.0
10273,7/21/2004 0:00,Shipped,5026.4,4000.0
10282,8/20/2004 0:00,Shipped,6695.53,4300.0
10293,9/9/2004 0:00,Shipped,2819.28,2400.0
10306,10/14/2004 0:00,Shipped,3759.04,3200.0
10314,10/22/2004 0:00,Shipped,2731.8,2000.0
10325,11/5/2004 0:00,Shipped,1658.88,1658.88
10336,11/20/2004 0:00,Shipped,5778.24,4800.0
10350,12/2/2004 0:00,Shipped,5191.12,4400.0
10372,1/26/2005 0:00,Shipped,3862.88,2800.0
10383,2/22/2005 0:00,Shipped,1476.48,1476.48
10396,3/23/2005 0:00,Shipped,5273.73,3300.0
10414,5/6/2005 0:00,On Hold,4872.03,4100.0
10104,1/31/2003 0:00,Shipped,4556.99,2300.0
10109,3/10/2003 0:00,Shipped,8257.0,4600.0
10114,4/1/2003 0:00,Shipped,8209.44,4800.0
10122,5/8/2003 0:00,Shipped,3598.5,2500.0
10127,6/3/2003 0:00,Shipped,3837.24,2200.0
10136,7/4/2003 0:00,Shipped,8331.61,4100.0
10141,8/1/2003 0:00,Shipped,4836.5,3400.0
10148,9/11/2003 0:00,Shipped,5418.88,3200.0
10151,9/21/2003 0:00,Shipped,3734.01,2100.0
10160,10/11/2003 0:00,Shipped,3996.4,2000.0
10165,10/22/2003 0:00,Shipped,8754.69,4700.0
10171,11/5/2003 0:00,Shipped,5481.45,3900.0
10175,11/6/2003 0:00,Shipped,4419.89,2900.0
10181,11/12/2003 0:00,Shipped,6324.75,4500.0
10184,11/14/2003 0:00,Shipped,4409.72,2800.0
10192,11/20/2003 0:00,Shipped,3918.46,2600.0
10195,11/25/2003 0:00,Shipped,7620.5,5000.0
10203,12/2/2003 0:00,Shipped,8291.04,4800.0
10207,12/9/2003 0:00,Shipped,3937.25,2500.0
10212,1/16/2004 0:00,Shipped,5554.4,4000.0
10225,2/22/2004 0:00,Shipped,6407.86,4300.0
10229,3/11/2004 0:00,Shipped,4172.52,2200.0
10239,4/12/2004 0:00,Shipped,7083.37,4700.0
10246,5/5/2004 0:00,Shipped,7132.68,3600.0
10253,6/1/2004 0:00,Cancelled,6773.6,4000.0
10259,6/15/2004 0:00,Shipped,3657.69,2700.0
10266,7/6/2004 0:00,Shipped,4812.55,2900.0
10271,7/20/2004 0:00,Shipped,3928.6,2000.0
10278,8/6/2004 0:00,Shipped,6401.22,4200.0
10281,8/19/2004 0:00,Shipped,4191.25,2500.0
10287,8/30/2004 0:00,Shipped,5852.52,3600.0
10292,9/8/2004 0:00,Shipped,2844.87,2100.0
10301,10/5/2003 0:00,Shipped,4011.66,2300.0
10305,10/13/2004 0:00,Shipped,7455.87,3700.0
10310,10/16/2004 0:00,Shipped,8940.96,4800.0
10313,10/22/2004 0:00,Shipped,4572.25,2500.0
10321,11/4/2004 0:00,Shipped,5700.09,3300.0
10324,11/5/2004 0:00,Shipped,3155.49,2700.0
10331,11/17/2004 0:00,Shipped,4170.69,2700.0
10334,11/19/2004 0:00,On Hold,2878.8,2000.0
10342,11/24/2004 0:00,Shipped,5029.5,3000.0
10349,12/1/2004 0:00,Shipped,7396.8,4800.0
10358,12/10/2004 0:00,Shipped,2991.68,2991.68
10366,1/10/2005 0:00,Shipped,6275.72,3400.0
10370,1/20/2005 0:00,Shipped,1534.95,1534.95
10377,2/9/2005 0:00,Shipped,7264.53,3900.0
10383,2/22/2005 0:00,Shipped,6869.05,4700.0
10394,3/15/2005 0:00,Shipped,3353.02,2200.0
10405,4/14/2005 0:00,Shipped,8289.05,5500.0
10412,5/3/2005 0:00,Shipped,11887.8,6000.0
10419,5/17/2005 0:00,Shipped,5926.9,3500.0
10425,5/31/2005 0:00,In Process,3793.16,2800.0
10105,2/11/2003 0:00,Shipped,4330.1,3800.0
10117,4/16/2003 0:00,Shipped,2011.8,2011.8
10128,6/6/2003 0:00,Shipped,4837.18,4100.0
10142,8/8/2003 0:00,Shipped,2151.82,2151.82
10153,9/28/2003 0:00,Shipped,2573.46,2573.46
10165,10/22/2003 0:00,Shipped,5344.5,5000.0
10177,11/7/2003 0:00,Shipped,3070.52,2900.0
10185,11/14/2003 0:00,Shipped,3952.83,3952.83
10196,11/26/2003 0:00,Shipped,3564.75,3500.0
10208,1/2/2004 0:00,Shipped,5614.56,4800.0
10221,2/18/2004 0:00,Shipped,1855.41,1855.41
10232,3/20/2004 0:00,Shipped,4598.4,4598.4
10248,5/7/2004 0:00,Cancelled,5082.42,4200.0
10273,7/21/2004 0:00,Shipped,5450.59,4700.0
10282,8/20/2004 0:00,Shipped,4174.92,3600.0
10293,9/9/2004 0:00,Shipped,2418.24,2200.0
10306,10/14/2004 0:00,Shipped,3670.4,3670.4
10314,10/22/2004 0:00,Shipped,2481.7,2300.0
10326,11/9/2004 0:00,Shipped,3807.68,3200.0
10336,11/20/2004 0:00,Shipped,2230.41,2100.0
10350,12/2/2004 0:00,Shipped,3814.64,3814.64
10372,1/26/2005 0:00,Shipped,2117.75,2117.75
10383,2/22/2005 0:00,Shipped,3340.48,2600.0
10396,3/23/2005 0:00,Shipped,2154.0,2154.0
10414,5/6/2005 0:00,On Hold,5808.48,4800.0
10108,3/3/2003 0:00,Shipped,1777.1,1777.1
10122,5/8/2003 0:00,Shipped,1536.57,1536.57
10135,7/2/2003 0:00,Shipped,3510.0,3510.0
10147,9/5/2003 0:00,Shipped,3097.44,3097.44
10159,10/10/2003 0:00,Shipped,1705.41,1705.41
10169,11/4/2003 0:00,Shipped,2264.32,2264.32
10181,11/12/2003 0:00,Shipped,2484.6,2484.6
10191,11/20/2003 0:00,Shipped,3415.68,3415.68
10203,12/2/2003 0:00,Shipped,2839.32,2839.32
10211,1/15/2004 0:00,Shipped,2730.0,2730.0
10225,2/22/2004 0:00,Shipped,3540.53,3540.53
10238,4/9/2004 0:00,Shipped,2999.97,2999.9700000000003
10252,5/26/2004 0:00,Shipped,1527.8,1527.8
10265,7/2/2004 0:00,Shipped,3907.8,3907.8
10276,8/2/2004 0:00,Shipped,2658.48,2658.48
10287,8/30/2004 0:00,Shipped,3042.68,3042.6800000000003
10300,10/4/2003 0:00,Shipped,3861.2,3861.2
10310,10/16/2004 0:00,Shipped,2171.07,2171.07
10319,11/3/2004 0:00,Shipped,3403.08,3403.0800000000004
10329,11/15/2004 0:00,Shipped,2245.8,2245.8
10342,11/24/2004 0:00,Shipped,1668.5,1668.4999999999998
10363,1/6/2005 0:00,Shipped,2773.8,2773.8
10378,2/10/2005 0:00,Shipped,2464.0,2200.0
10390,3/4/2005 0:00,Shipped,5491.6,4000.0
10103,1/29/2003 0:00,Shipped,4791.82,4600.0
10111,3/25/2003 0:00,Shipped,4178.85,3900.0
10126,5/28/2003 0:00,Shipped,3128.92,3128.92
10139,7/16/2003 0:00,Shipped,3095.4,3000.0
10149,9/12/2003 0:00,Shipped,3958.5,3958.5
10163,10/20/2003 0:00,Shipped,4991.44,4300.0
10173,11/5/2003 0:00,Shipped,2761.96,2761.96
10182,11/12/2003 0:00,Shipped,2848.23,2848.23
10193,11/21/2003 0:00,Shipped,2539.84,2539.84
10206,12/5/2003 0:00,Shipped,2444.4,2444.4
10215,1/29/2004 0:00,Shipped,4555.92,4100.0
10227,3/2/2004 0:00,Shipped,3666.96,3300.0
10244,4/29/2004 0:00,Shipped,3035.88,3035.88
10257,6/14/2004 0:00,Shipped,2321.54,2321.54
10280,8/17/2004 0:00,Shipped,3474.46,3400.0
10290,9/7/2004 0:00,Shipped,2501.98,2501.98
10304,10/11/2004 0:00,Shipped,3958.46,3800.0
10312,10/21/2004 0:00,Shipped,3535.95,3300.0
10323,11/5/2004 0:00,Shipped,3011.91,3011.91
10333,11/18/2004 0:00,Shipped,11336.7,4600.0
10347,11/29/2004 0:00,Shipped,2656.94,2600.0
10357,12/10/2004 0:00,Shipped,2604.25,2500.0
10369,1/20/2005 0:00,Shipped,3288.6,3288.6
10382,2/17/2005 0:00,Shipped,8935.5,5000.0
10392,3/10/2005 0:00,Shipped,4035.96,3600.0
10423,5/30/2005 0:00,In Process,1875.09,1875.09
10108,3/3/2003 0:00,Shipped,4049.56,2900.0
10122,5/8/2003 0:00,Shipped,2469.39,2100.0
10135,7/2/2003 0:00,Shipped,5432.7,4200.0
10147,9/5/2003 0:00,Shipped,4405.22,3700.0
10159,10/10/2003 0:00,Shipped,3638.0,2500.0
10169,11/4/2003 0:00,Shipped,4444.92,3600.0
10181,11/12/2003 0:00,Shipped,3395.48,2200.0
10191,11/20/2003 0:00,Shipped,3414.58,2300.0
10203,12/2/2003 0:00,Shipped,5127.04,3200.0
10211,1/15/2004 0:00,Shipped,3745.28,2800.0
10225,2/22/2004 0:00,Shipped,4564.08,2700.0
10238,4/9/2004 0:00,Shipped,6554.24,4900.0
10252,5/26/2004 0:00,Shipped,6749.83,4100.0
10265,7/2/2004 0:00,Shipped,8427.02,4900.0
10276,8/2/2004 0:00,Shipped,3924.6,3000.0
10287,8/30/2004 0:00,Shipped,6761.6,4000.0
10300,10/4/2003 0:00,Shipped,3786.49,2300.0
10310,10/16/2004 0:00,Shipped,6266.12,4900.0
10320,11/3/2004 0:00,Shipped,3491.0,2500.0
10330,11/16/2004 0:00,Shipped,4405.22,3700.0
10342,11/24/2004 0:00,Shipped,6548.3,5500.0
10355,12/7/2004 0:00,Shipped,3177.91,2300.0
10363,1/6/2005 0:00,Shipped,4142.64,2400.0
10378,2/10/2005 0:00,Shipped,4149.07,4149.07
10390,3/4/2005 0:00,Shipped,7397.0,5000.0
10109,3/10/2003 0:00,Shipped,6241.6,4700.0
10123,5/20/2003 0:00,Shipped,5331.88,3400.0
10137,7/10/2003 0:00,Shipped,5124.3,3100.0
10148,9/11/2003 0:00,Shipped,3639.44,2800.0
10161,10/17/2003 0:00,Shipped,5544.0,3600.0
10172,11/5/2003 0:00,Shipped,5493.12,4800.0
10181,11/12/2003 0:00,Shipped,5785.26,3900.0
10192,11/20/2003 0:00,Shipped,5340.6,4500.0
10204,12/2/2003 0:00,Shipped,5735.8,3500.0
10212,1/16/2004 0:00,Shipped,6357.6,4500.0
10226,2/26/2004 0:00,Shipped,7343.9,4600.0
10240,4/13/2004 0:00,Shipped,5959.22,3700.0
10253,6/1/2004 0:00,Cancelled,4029.38,3100.0
10266,7/6/2004 0:00,Shipped,5035.14,3300.0
10278,8/6/2004 0:00,Shipped,4116.8,3100.0
10287,8/30/2004 0:00,Shipped,4310.55,2700.0
10301,10/5/2003 0:00,Shipped,6446.7,3900.0
10311,10/16/2004 0:00,Shipped,3616.64,3200.0
10321,11/4/2004 0:00,Shipped,4232.76,2800.0
10331,11/17/2004 0:00,Shipped,1765.66,1765.66
10343,11/24/2004 0:00,Shipped,3734.72,3734.72
10367,1/12/2005 0:00,Resolved,4808.38,4600.0
10379,2/10/2005 0:00,Shipped,2266.56,2266.56
10406,4/15/2005 0:00,Disputed,10468.9,6500.0
10419,5/17/2005 0:00,Shipped,5589.14,4300.0
10108,3/3/2003 0:00,Shipped,2914.11,2914.11
10122,5/8/2003 0:00,Shipped,1740.9,1740.9
10135,7/2/2003 0:00,Shipped,2266.2,2266.2
10146,9/3/2003 0:00,Shipped,3155.58,3155.58
10159,10/10/2003 0:00,Shipped,1357.86,1357.86
10169,11/4/2003 0:00,Shipped,2598.82,2598.82
10180,11/11/2003 0:00,Shipped,1057.56,1057.56
10191,11/20/2003 0:00,Shipped,3127.82,3127.82
10211,1/15/2004 0:00,Shipped,2488.14,2488.1400000000003
10224,2/21/2004 0:00,Shipped,2220.72,2220.72
10237,4/5/2004 0:00,Shipped,1357.72,1357.72
10252,5/26/2004 0:00,Shipped,1638.04,1638.0400000000002
10264,6/30/2004 0:00,Shipped,2626.08,2626.08
10276,8/2/2004 0:00,Shipped,1661.88,1661.88
10286,8/28/2004 0:00,Shipped,2173.6,2173.6
10299,9/30/2004 0:00,Shipped,2182.05,2182.05
10310,10/16/2004 0:00,Shipped,2819.88,2819.88
10319,11/3/2004 0:00,Shipped,2598.64,2598.6400000000003
10330,11/16/2004 0:00,Shipped,2019.27,2019.27
10342,11/24/2004 0:00,Shipped,1454.7,1454.7
10355,12/7/2004 0:00,Shipped,1657.57,1657.57
10363,1/6/2005 0:00,Shipped,2851.84,2851.84
10378,2/10/2005 0:00,Shipped,4609.64,2800.0
10390,3/4/2005 0:00,Shipped,5079.96,3600.0
10403,4/8/2005 0:00,Shipped,1879.92,1879.92
10106,2/17/2003 0:00,Shipped,4774.86,4100.0
10119,4/28/2003 0:00,Shipped,2687.04,2687.04
10130,6/16/2003 0:00,Shipped,3423.75,3300.0
10143,8/10/2003 0:00,Shipped,3455.76,3400.0
10155,10/6/2003 0:00,Shipped,3622.97,2900.0
10167,10/23/2003 0:00,Cancelled,3599.58,3400.0
10178,11/8/2003 0:00,Shipped,5386.56,4800.0
10186,11/14/2003 0:00,Shipped,4918.78,4600.0
10197,11/26/2003 0:00,Shipped,2538.8,2200.0
10209,1/9/2004 0:00,Shipped,2498.6,2000.0
10222,2/19/2004 0:00,Shipped,3858.75,3858.75
10249,5/8/2004 0:00,Shipped,5600.5,4600.0
10262,6/24/2004 0:00,Cancelled,4103.46,3400.0
10273,7/21/2004 0:00,Shipped,4287.5,4287.5
10283,8/20/2004 0:00,Shipped,5795.54,4600.0
10296,9/15/2004 0:00,Shipped,1863.4,1863.4
10307,10/14/2004 0:00,Shipped,4166.88,4166.88
10316,11/1/2004 0:00,Shipped,4080.07,4080.07
10328,11/12/2004 0:00,Shipped,3815.48,3400.0
10338,11/22/2004 0:00,Shipped,5526.45,4500.0
10351,12/3/2004 0:00,Shipped,3374.6,2000.0
10373,1/31/2005 0:00,Shipped,3024.5,3024.5
10386,3/1/2005 0:00,Resolved,1266.1,1266.1
10398,3/30/2005 0:00,Shipped,4811.85,4500.0
10400,4/1/2005 0:00,Shipped,7307.42,5800.0
10415,5/9/2005 0:00,Disputed,6209.25,5100.0
10104,1/31/2003 0:00,Shipped,5348.5,3800.0
10117,4/16/2003 0:00,Shipped,2780.58,2200.0
10127,6/3/2003 0:00,Shipped,3447.0,2500.0
10142,8/8/2003 0:00,Shipped,3791.52,2400.0
10152,9/25/2003 0:00,Shipped,4524.1,3500.0
10165,10/22/2003 0:00,Shipped,3337.6,2800.0
10176,11/6/2003 0:00,Shipped,5532.12,3600.0
10185,11/14/2003 0:00,Shipped,5096.91,3900.0
10196,11/26/2003 0:00,Shipped,4537.08,2700.0
10207,12/9/2003 0:00,Shipped,6146.8,4000.0
10220,2/12/2004 0:00,Shipped,8258.0,5000.0
10230,3/15/2004 0:00,Shipped,7238.28,4200.0
10247,5/5/2004 0:00,Shipped,6756.0,4800.0
10272,7/20/2004 0:00,Shipped,3734.0,2500.0
10282,8/20/2004 0:00,Shipped,4674.8,3100.0
10292,9/8/2004 0:00,Shipped,7140.76,4400.0
10306,10/14/2004 0:00,Shipped,3600.65,2300.0
10314,10/22/2004 0:00,Shipped,4206.74,2900.0
10324,11/5/2004 0:00,Shipped,5379.71,4900.0
10337,11/21/2004 0:00,Shipped,5679.36,3600.0
10349,12/1/2004 0:00,Shipped,4394.84,3400.0
10358,12/10/2004 0:00,Shipped,2528.25,2500.0
10372,1/26/2005 0:00,Shipped,7031.52,4800.0
10383,2/22/2005 0:00,Shipped,5340.9,3800.0
10394,3/15/2005 0:00,Shipped,6376.58,3700.0
10413,5/5/2005 0:00,Shipped,6896.75,4900.0
10100,1/6/2003 0:00,Shipped,1903.22,1903.22
10110,3/18/2003 0:00,Shipped,2499.56,2499.56
10124,5/21/2003 0:00,Shipped,3081.24,3081.24
10148,9/11/2003 0:00,Shipped,3598.22,3400.0
10162,10/18/2003 0:00,Shipped,3912.09,3900.0
10173,11/5/2003 0:00,Shipped,1584.66,1584.66
10182,11/12/2003 0:00,Shipped,3942.72,3600.0
10193,11/21/2003 0:00,Shipped,2341.2,2341.2
10204,12/2/2003 0:00,Shipped,2482.11,2482.11
10213,1/22/2004 0:00,Shipped,3602.02,3602.0200000000004
10227,3/2/2004 0:00,Shipped,3566.94,3400.0
10241,4/13/2004 0:00,Shipped,3787.98,3787.98
10280,8/17/2004 0:00,Shipped,3704.05,3500.0
10288,9/1/2004 0:00,Shipped,2834.65,2834.65
10302,10/6/2003 0:00,Shipped,3392.26,3392.26
10311,10/16/2004 0:00,Shipped,3358.31,3358.31
10332,11/17/2004 0:00,Shipped,7310.0,5000.0
10344,11/25/2004 0:00,Shipped,2203.11,2100.0
10367,1/12/2005 0:00,Resolved,2696.96,2696.96
10380,2/16/2005 0:00,Shipped,3376.64,3200.0
10407,4/22/2005 0:00,On Hold,541.14,541.14
10420,5/29/2005 0:00,In Process,6134.7,6134.7
10105,2/11/2003 0:00,Shipped,3382.5,3382.5
10117,4/16/2003 0:00,Shipped,2240.66,2240.66
10128,6/6/2003 0:00,Shipped,3962.88,3962.88
10142,8/8/2003 0:00,Shipped,1685.28,1685.28
10153,9/28/2003 0:00,Shipped,1834.36,1834.36
10166,10/21/2003 0:00,Shipped,1916.98,1916.98
10177,11/7/2003 0:00,Shipped,2611.0,2611.0
10185,11/14/2003 0:00,Shipped,3630.28,3630.28
10197,11/26/2003 0:00,Shipped,5090.5,5000.0
10208,1/2/2004 0:00,Shipped,3949.65,3949.65
10221,2/18/2004 0:00,Shipped,3491.67,3491.67
10232,3/20/2004 0:00,Shipped,2059.19,2059.19
10248,5/7/2004 0:00,Cancelled,3170.16,3170.1600000000003
10261,6/17/2004 0:00,Shipped,1790.6,1790.6
10273,7/21/2004 0:00,Shipped,2345.97,2345.9700000000003
10283,8/20/2004 0:00,Shipped,3580.88,3400.0
10293,9/9/2004 0:00,Shipped,4946.06,4900.0
10306,10/14/2004 0:00,Shipped,3525.6,3525.6000000000004
10315,10/29/2004 0:00,Shipped,3602.16,3600.0
10326,11/9/2004 0:00,Shipped,4300.5,4300.5
10337,11/21/2004 0:00,Shipped,4498.19,2900.0
10350,12/2/2004 0:00,Shipped,3023.1,3000.0
10372,1/26/2005 0:00,Shipped,3562.49,3562.49
10383,2/22/2005 0:00,Shipped,1640.24,1640.24
10396,3/23/2005 0:00,Shipped,4739.4,4500.0
10414,5/6/2005 0:00,On Hold,1207.68,1207.68
10103,1/29/2003 0:00,Shipped,4228.2,3600.0
10114,4/1/2003 0:00,Shipped,4815.45,4100.0
10126,5/28/2003 0:00,Shipped,7083.0,5000.0
10140,7/24/2003 0:00,Shipped,4601.2,4000.0
10150,9/19/2003 0:00,Shipped,6467.02,4900.0
10164,10/21/2003 0:00,Resolved,5012.55,4500.0
10175,11/6/2003 0:00,Shipped,5121.59,4700.0
10183,11/13/2003 0:00,Shipped,2441.04,2100.0
10194,11/25/2003 0:00,Shipped,4262.08,3200.0
10207,12/9/2003 0:00,Shipped,6658.02,4700.0
10217,2/4/2004 0:00,Shipped,4509.08,3800.0
10229,3/11/2004 0:00,Shipped,4716.23,4100.0
10245,5/4/2004 0:00,Shipped,2390.22,2100.0
10259,6/15/2004 0:00,Shipped,4666.62,4100.0
10270,7/19/2004 0:00,Shipped,5383.08,3800.0
10281,8/19/2004 0:00,Shipped,2482.25,2482.25
10291,9/8/2004 0:00,Shipped,5288.64,4800.0
10305,10/13/2004 0:00,Shipped,2184.38,2184.38
10313,10/22/2004 0:00,Shipped,2881.76,2800.0
10323,11/5/2004 0:00,Shipped,6203.06,4700.0
10334,11/19/2004 0:00,On Hold,6763.47,4900.0
10347,11/29/2004 0:00,Shipped,5884.65,4500.0
10357,12/10/2004 0:00,Shipped,3559.64,2800.0
10370,1/20/2005 0:00,Shipped,1668.37,1668.37
10382,2/17/2005 0:00,Shipped,4890.6,3900.0
10411,5/1/2005 0:00,Shipped,5235.72,4600.0
10425,5/31/2005 0:00,In Process,4325.16,3800.0
10103,1/29/2003 0:00,Shipped,1938.89,1938.89
10113,3/26/2003 0:00,Shipped,2490.5,2490.5
10126,5/28/2003 0:00,Shipped,2314.69,2314.69
10140,7/24/2003 0:00,Shipped,1254.83,1254.8300000000002
10150,9/19/2003 0:00,Shipped,1282.8,1282.8
10164,10/21/2003 0:00,Resolved,1345.75,1345.75
10174,11/6/2003 0:00,Shipped,2194.22,2194.2200000000003
10183,11/13/2003 0:00,Shipped,1972.0,1972.0
10194,11/25/2003 0:00,Shipped,1835.98,1835.98
10206,12/5/2003 0:00,Shipped,1119.93,1119.93
10215,1/29/2004 0:00,Shipped,2082.88,2082.88
10229,3/11/2004 0:00,Shipped,1569.75,1569.75
10245,5/4/2004 0:00,Shipped,2694.15,2694.15
10258,6/15/2004 0:00,Shipped,1257.27,1257.27
10270,7/19/2004 0:00,Shipped,2567.84,2567.84
10281,8/19/2004 0:00,Shipped,2634.28,2634.28
10291,9/8/2004 0:00,Shipped,1502.78,1502.78
10304,10/11/2004 0:00,Shipped,1676.2,1676.1999999999998
10312,10/21/2004 0:00,Shipped,2217.15,2217.15
10324,11/5/2004 0:00,Shipped,6832.02,3800.0
10333,11/18/2004 0:00,Shipped,1916.64,1916.64
10348,11/1/2004 0:00,Shipped,7110.8,2900.0
10358,12/10/2004 0:00,Shipped,5302.8,3000.0
10370,1/20/2005 0:00,Shipped,2730.0,2000.0
10382,2/17/2005 0:00,Shipped,7827.3,3900.0
10411,5/1/2005 0:00,Shipped,2095.45,2095.45
10424,5/31/2005 0:00,In Process,1556.62,1556.62
10108,3/3/2003 0:00,Shipped,5565.12,4400.0
10122,5/8/2003 0:00,Shipped,3583.16,2800.0
10135,7/2/2003 0:00,Shipped,4705.18,3100.0
10146,9/3/2003 0:00,Shipped,4444.54,2900.0
10159,10/10/2003 0:00,Shipped,4618.88,3200.0
10169,11/4/2003 0:00,Shipped,4910.4,3300.0
10180,11/11/2003 0:00,Shipped,5565.12,4400.0
10191,11/20/2003 0:00,Shipped,4237.76,3200.0
10211,1/15/2004 0:00,Shipped,5673.58,4100.0
10225,2/22/2004 0:00,Shipped,5260.15,3500.0
10238,4/9/2004 0:00,Shipped,6350.96,4400.0
10252,5/26/2004 0:00,Shipped,3559.4,2600.0
10264,6/30/2004 0:00,Shipped,2410.6,2000.0
10276,8/2/2004 0:00,Shipped,5713.92,4800.0
10287,8/30/2004 0:00,Shipped,4300.32,3400.0
10299,9/30/2004 0:00,Shipped,7947.31,4900.0
10310,10/16/2004 0:00,Shipped,5356.8,4000.0
10319,11/3/2004 0:00,Shipped,7901.1,4500.0
10330,11/16/2004 0:00,Shipped,6101.0,5000.0
10342,11/24/2004 0:00,Shipped,6276.46,3800.0
10355,12/7/2004 0:00,Shipped,4203.5,2500.0
10363,1/6/2005 0:00,Shipped,1629.04,1629.04
10378,2/10/2005 0:00,Shipped,3289.86,3289.86
10390,3/4/2005 0:00,Shipped,6862.94,4900.0
10110,3/18/2003 0:00,Shipped,2574.18,2574.18
10124,5/21/2003 0:00,Shipped,1327.79,1327.79
10148,9/11/2003 0:00,Shipped,2356.25,2356.25
10161,10/17/2003 0:00,Shipped,2013.5,2013.5
10173,11/5/2003 0:00,Shipped,2807.22,2807.2200000000003
10182,11/12/2003 0:00,Shipped,3072.96,3072.96
10193,11/21/2003 0:00,Shipped,1906.5,1906.5
10204,12/2/2003 0:00,Shipped,3431.7,3431.7000000000003
10213,1/22/2004 0:00,Shipped,2084.75,2084.75
10227,3/2/2004 0:00,Shipped,2136.01,2136.01
10241,4/13/2004 0:00,Shipped,2009.7,2009.7
10267,7/7/2004 0:00,Shipped,2719.8,2719.8
10279,8/9/2004 0:00,Shipped,1575.08,1575.08
10288,9/1/2004 0:00,Shipped,1688.43,1688.4299999999998
10302,10/6/2003 0:00,Shipped,1672.1,1672.1
10311,10/16/2004 0:00,Shipped,1674.75,1674.7499999999998
10332,11/17/2004 0:00,Shipped,3472.98,2100.0
10344,11/25/2004 0:00,Shipped,1649.18,1649.18
10367,1/12/2005 0:00,Resolved,3751.0,3751.0
10380,2/16/2005 0:00,Shipped,4536.0,2400.0
10407,4/22/2005 0:00,On Hold,4421.34,4421.339999999999
10420,5/29/2005 0:00,In Process,2078.28,2078.28
10110,3/18/2003 0:00,Shipped,3069.0,3069.0
10124,5/21/2003 0:00,Shipped,1713.8,1713.8000000000002
10148,9/11/2003 0:00,Shipped,1506.5,1506.5
10161,10/17/2003 0:00,Shipped,2692.12,2692.1200000000003
10172,11/5/2003 0:00,Shipped,2422.08,2422.08
10182,11/12/2003 0:00,Shipped,3488.34,3488.34
10192,11/20/2003 0:00,Shipped,2583.34,2583.34
10204,12/2/2003 0:00,Shipped,1249.4,1249.4
10212,1/16/2004 0:00,Shipped,3374.71,3374.71
10226,2/26/2004 0:00,Shipped,1265.46,1265.46
10241,4/13/2004 0:00,Shipped,1681.46,1681.46
10267,7/7/2004 0:00,Shipped,3204.0,3204.0
10279,8/9/2004 0:00,Shipped,2398.72,2398.72
10288,9/1/2004 0:00,Shipped,2381.04,2381.04
10301,10/5/2003 0:00,Shipped,1944.54,1944.54
10311,10/16/2004 0:00,Shipped,2273.7,2273.7000000000003
10321,11/4/2004 0:00,Shipped,2116.5,2116.5
10332,11/17/2004 0:00,Shipped,1307.32,1307.3200000000002
10344,11/25/2004 0:00,Shipped,1726.37,1726.37
